time,temperature_2m,relative_humidity_2m,wind_speed_10m,latitude,longitude
2026-08-06T12:00,18.5,91,9.1,9.9331,-84.0792
2026-08-06T13:00,18.7,88,8.6,9.9331,-84.0792
2026-08-06T14:00,19.0,89,7.8,9.9331,-84.0792
2026-08-06T15:00,20.3,87,8.1,9.9331,-84.0792
2026-08-06T16:00,21.7,76,8.0,9.9331,-84.0792
2026-08-06T17:00,24.9,66,7.2,9.9331,-84.0792
2026-08-06T18:00,25.4,62,2.9,9.9331,-84.0792
2026-08-06T19:00,21.2,82,3.4,9.9331,-84.0792
2026-08-06T20:00,22.5,77,0.6,9.9331,-84.0792
2026-08-06T21:00,22.5,79,2.2,9.9331,-84.0792
2026-08-06T22:00,22.0,82,0.8,9.9331,-84.0792
2026-08-06T23:00,21.2,84,3.1,9.9331,-84.0792
2026-08-07T00:00,20.6,82,8.5,9.9331,-84.0792
2026-08-07T01:00,19.9,85,10.6,9.9331,-84.0792
2026-08-07T02:00,19.7,83,11.2,9.9331,-84.0792
2026-08-07T03:00,19.8,80,11.2,9.9331,-84.0792
2026-08-07T04:00,19.6,80,10.3,9.9331,-84.0792
2026-08-07T05:00,19.3,80,11.8,9.9331,-84.0792
2026-08-07T06:00,18.8,82,11.1,9.9331,-84.0792
2026-08-07T07:00,19.3,77,11.9,9.9331,-84.0792
2026-08-07T08:00,19.3,76,12.1,9.9331,-84.0792
2026-08-07T09:00,19.2,77,12.6,9.9331,-84.0792
2026-08-07T10:00,19.2,76,12.9,9.9331,-84.0792
2026-08-07T11:00,19.0,77,12.8,9.9331,-84.0792
2026-08-07T12:00,18.1,89,15.9,9.9331,-84.0792
2026-08-07T13:00,19.8,83,15.5,9.9331,-84.0792
2026-08-07T14:00,21.7,77,13.5,9.9331,-84.0792
2026-08-07T15:00,23.7,70,13.0,9.9331,-84.0792
2026-08-07T16:00,25.0,64,14.5,9.9331,-84.0792
2026-08-07T17:00,25.4,63,11.6,9.9331,-84.0792
2026-08-07T18:00,25.6,63,8.7,9.9331,-84.0792
2026-08-07T19:00,25.3,62,9.0,9.9331,-84.0792
2026-08-07T20:00,25.1,65,7.3,9.9331,-84.0792
2026-08-07T21:00,24.8,65,8.6,9.9331,-84.0792
2026-08-07T22:00,24.0,68,8.9,9.9331,-84.0792
2026-08-07T23:00,22.6,74,8.8,9.9331,-84.0792
2026-08-08T00:00,21.9,76,7.4,9.9331,-84.0792
2026-08-08T01:00,21.2,79,9.2,9.9331,-84.0792
2026-08-08T02:00,20.9,79,10.0,9.9331,-84.0792
2026-08-08T03:00,20.9,77,11.3,9.9331,-84.0792
2026-08-08T04:00,20.6,79,11.4,9.9331,-84.0792
2026-08-08T05:00,20.5,78,12.5,9.9331,-84.0792
2026-08-08T06:00,20.4,74,11.9,9.9331,-84.0792
2026-08-08T07:00,20.2,77,11.4,9.9331,-84.0792
2026-08-08T08:00,19.9,78,11.6,9.9331,-84.0792
2026-08-08T09:00,19.8,79,11.8,9.9331,-84.0792
2026-08-08T10:00,20.0,80,12.9,9.9331,-84.0792
2026-08-08T11:00,19.9,82,13.3,9.9331,-84.0792
2026-08-08T12:00,20.2,81,12.5,9.9331,-84.0792
2026-08-08T13:00,20.8,78,11.9,9.9331,-84.0792
2026-08-08T14:00,22.3,70,11.2,9.9331,-84.0792
2026-08-08T15:00,23.8,66,11.4,9.9331,-84.0792
2026-08-08T16:00,25.3,59,12.4,9.9331,-84.0792
2026-08-08T17:00,26.0,58,12.4,9.9331,-84.0792
2026-08-08T18:00,27.1,53,11.2,9.9331,-84.0792
2026-08-08T19:00,26.0,59,10.0,9.9331,-84.0792
2026-08-08T20:00,25.0,63,11.1,9.9331,-84.0792
2026-08-08T21:00,25.0,63,11.7,9.9331,-84.0792
2026-08-08T22:00,24.0,67,10.7,9.9331,-84.0792
2026-08-08T23:00,22.8,71,9.6,9.9331,-84.0792
2026-08-09T00:00,22.0,76,8.3,9.9331,-84.0792
2026-08-09T01:00,21.0,80,8.8,9.9331,-84.0792
2026-08-09T02:00,20.6,80,9.0,9.9331,-84.0792
2026-08-09T03:00,20.5,80,9.0,9.9331,-84.0792
2026-08-09T04:00,20.4,80,9.7,9.9331,-84.0792
2026-08-09T05:00,20.2,81,11.4,9.9331,-84.0792
2026-08-09T06:00,20.1,80,11.8,9.9331,-84.0792
2026-08-09T07:00,20.1,79,12.0,9.9331,-84.0792
2026-08-09T08:00,20.0,79,11.8,9.9331,-84.0792
2026-08-09T09:00,20.1,79,12.3,9.9331,-84.0792
2026-08-09T10:00,20.0,80,12.6,9.9331,-84.0792
2026-08-09T11:00,20.0,78,14.4,9.9331,-84.0792
2026-08-09T12:00,19.8,77,14.1,9.9331,-84.0792
2026-08-09T13:00,20.4,74,14.7,9.9331,-84.0792
2026-08-09T14:00,21.6,67,16.2,9.9331,-84.0792
2026-08-09T15:00,23.4,56,16.8,9.9331,-84.0792
2026-08-09T16:00,24.7,48,15.6,9.9331,-84.0792
2026-08-09T17:00,25.6,46,13.6,9.9331,-84.0792
2026-08-09T18:00,26.0,49,13.5,9.9331,-84.0792
2026-08-09T19:00,26.5,48,13.3,9.9331,-84.0792
2026-08-09T20:00,25.6,53,12.4,9.9331,-84.0792
2026-08-09T21:00,24.8,58,11.3,9.9331,-84.0792
2026-08-09T22:00,23.5,65,10.6,9.9331,-84.0792
2026-08-09T23:00,22.3,71,9.6,9.9331,-84.0792
2026-08-10T00:00,21.6,73,7.6,9.9331,-84.0792
2026-08-10T01:00,20.9,75,8.3,9.9331,-84.0792
2026-08-10T02:00,20.8,76,10.9,9.9331,-84.0792
2026-08-10T03:00,20.6,75,13.8,9.9331,-84.0792
2026-08-10T04:00,20.3,77,14.4,9.9331,-84.0792
2026-08-10T05:00,20.2,78,14.2,9.9331,-84.0792
2026-08-10T06:00,20.4,77,14.7,9.9331,-84.0792
2026-08-10T07:00,20.1,78,14.0,9.9331,-84.0792
2026-08-10T08:00,19.7,80,13.9,9.9331,-84.0792
2026-08-10T09:00,19.6,80,14.4,9.9331,-84.0792
2026-08-10T10:00,20.0,80,13.6,9.9331,-84.0792
2026-08-10T11:00,20.1,80,13.3,9.9331,-84.0792
2026-08-10T12:00,20.4,80,12.3,9.9331,-84.0792
2026-08-10T13:00,21.3,76,11.9,9.9331,-84.0792
2026-08-10T14:00,23.0,71,13.6,9.9331,-84.0792
2026-08-10T15:00,25.0,64,13.0,9.9331,-84.0792
2026-08-10T16:00,25.5,63,12.5,9.9331,-84.0792
2026-08-10T17:00,26.0,60,10.1,9.9331,-84.0792
2026-08-10T18:00,26.5,59,13.5,9.9331,-84.0792
2026-08-10T19:00,26.0,60,13.0,9.9331,-84.0792
2026-08-10T20:00,26.3,59,11.9,9.9331,-84.0792
2026-08-10T21:00,26.0,59,10.6,9.9331,-84.0792
2026-08-10T22:00,24.6,64,9.7,9.9331,-84.0792
2026-08-10T23:00,23.1,71,10.3,9.9331,-84.0792
2026-08-11T00:00,22.5,72,9.9,9.9331,-84.0792
2026-08-11T01:00,21.8,76,9.4,9.9331,-84.0792
2026-08-11T02:00,21.6,76,9.6,9.9331,-84.0792
2026-08-11T03:00,21.5,77,11.2,9.9331,-84.0792
2026-08-11T04:00,21.3,78,12.1,9.9331,-84.0792
2026-08-11T05:00,21.2,78,13.9,9.9331,-84.0792
2026-08-11T06:00,20.7,79,11.8,9.9331,-84.0792
2026-08-11T07:00,20.5,80,10.8,9.9331,-84.0792
2026-08-11T08:00,20.4,80,10.3,9.9331,-84.0792
2026-08-11T09:00,20.1,81,11.0,9.9331,-84.0792
2026-08-11T10:00,20.2,81,10.6,9.9331,-84.0792
2026-08-11T11:00,20.2,79,11.2,9.9331,-84.0792
2026-08-11T12:00,20.7,80,9.2,9.9331,-84.0792
2026-08-11T13:00,21.7,75,9.2,9.9331,-84.0792
2026-08-11T14:00,23.9,63,9.4,9.9331,-84.0792
2026-08-11T15:00,25.9,56,7.4,9.9331,-84.0792
2026-08-11T16:00,27.0,53,6.7,9.9331,-84.0792
2026-08-11T17:00,27.7,51,7.6,9.9331,-84.0792
2026-08-11T18:00,28.1,50,9.0,9.9331,-84.0792
2026-08-11T19:00,27.3,54,11.0,9.9331,-84.0792
2026-08-11T20:00,26.7,58,12.5,9.9331,-84.0792
2026-08-11T21:00,26.2,59,11.2,9.9331,-84.0792
2026-08-11T22:00,25.4,63,9.9,9.9331,-84.0792
2026-08-11T23:00,24.3,67,9.5,9.9331,-84.0792
2026-08-12T00:00,22.9,74,9.5,9.9331,-84.0792
2026-08-12T01:00,21.8,79,9.9,9.9331,-84.0792
2026-08-12T02:00,21.4,79,10.4,9.9331,-84.0792
2026-08-12T03:00,21.3,77,10.6,9.9331,-84.0792
2026-08-12T04:00,20.7,77,11.0,9.9331,-84.0792
2026-08-12T05:00,20.6,76,11.0,9.9331,-84.0792
2026-08-12T06:00,20.5,73,11.2,9.9331,-84.0792
2026-08-12T07:00,19.7,74,12.1,9.9331,-84.0792
2026-08-12T08:00,19.3,75,11.0,9.9331,-84.0792
2026-08-12T09:00,19.5,75,9.9,9.9331,-84.0792
2026-08-12T10:00,19.4,76,10.1,9.9331,-84.0792
2026-08-12T11:00,19.3,77,10.9,9.9331,-84.0792
2026-08-12T12:00,19.5,78,10.3,9.9331,-84.0792
2026-08-12T13:00,22.0,69,10.7,9.9331,-84.0792
2026-08-12T14:00,24.5,62,14.4,9.9331,-84.0792
2026-08-12T15:00,25.9,55,15.9,9.9331,-84.0792
2026-08-12T16:00,27.2,51,14.1,9.9331,-84.0792
2026-08-12T17:00,27.3,50,12.7,9.9331,-84.0792
2026-08-12T18:00,27.9,47,13.3,9.9331,-84.0792
2026-08-12T19:00,26.6,53,10.5,9.9331,-84.0792
2026-08-12T20:00,26.4,56,9.5,9.9331,-84.0792
2026-08-12T21:00,25.4,60,11.0,9.9331,-84.0792
2026-08-12T22:00,24.5,63,10.5,9.9331,-84.0792
2026-08-12T23:00,23.7,67,9.2,9.9331,-84.0792
2026-08-13T00:00,22.6,72,9.3,9.9331,-84.0792
2026-08-13T01:00,21.6,76,8.6,9.9331,-84.0792
2026-08-13T02:00,21.4,76,8.5,9.9331,-84.0792
2026-08-13T03:00,21.0,76,9.4,9.9331,-84.0792
2026-08-13T04:00,21.1,75,9.1,9.9331,-84.0792
2026-08-13T05:00,21.1,74,9.9,9.9331,-84.0792
2026-08-13T06:00,20.6,74,10.8,9.9331,-84.0792
2026-08-13T07:00,20.1,76,10.5,9.9331,-84.0792
2026-08-13T08:00,19.4,79,10.3,9.9331,-84.0792
2026-08-13T09:00,19.6,78,10.8,9.9331,-84.0792
2026-08-13T10:00,20.1,76,11.0,9.9331,-84.0792
2026-08-13T11:00,20.2,75,10.4,9.9331,-84.0792
2026-08-13T12:00,20.2,77,9.7,9.9331,-84.0792
2026-08-13T13:00,21.4,72,10.1,9.9331,-84.0792
2026-08-13T14:00,23.5,66,10.5,9.9331,-84.0792
2026-08-13T15:00,25.6,57,9.6,9.9331,-84.0792
2026-08-13T16:00,26.8,52,8.4,9.9331,-84.0792
2026-08-13T17:00,27.5,50,10.4,9.9331,-84.0792
2026-08-13T18:00,28.8,46,9.7,9.9331,-84.0792
2026-08-13T19:00,26.6,56,8.3,9.9331,-84.0792
2026-08-13T20:00,26.6,55,8.8,9.9331,-84.0792
2026-08-13T21:00,25.4,59,9.2,9.9331,-84.0792
2026-08-13T22:00,25.1,63,9.7,9.9331,-84.0792
2026-08-13T23:00,23.7,69,10.0,9.9331,-84.0792
2026-08-14T00:00,22.7,73,9.8,9.9331,-84.0792
2026-08-14T01:00,21.6,77,10.3,9.9331,-84.0792
2026-08-14T02:00,21.0,79,10.1,9.9331,-84.0792
2026-08-14T03:00,20.6,78,11.2,9.9331,-84.0792
2026-08-14T04:00,20.7,78,11.4,9.9331,-84.0792
2026-08-14T05:00,20.6,77,12.2,9.9331,-84.0792
2026-08-14T06:00,20.3,79,10.7,9.9331,-84.0792
2026-08-14T07:00,19.7,81,9.9,9.9331,-84.0792
2026-08-14T08:00,19.2,83,8.9,9.9331,-84.0792
2026-08-14T09:00,19.4,80,9.0,9.9331,-84.0792
2026-08-14T10:00,19.7,78,9.3,9.9331,-84.0792
2026-08-14T11:00,19.9,78,10.0,9.9331,-84.0792
2026-08-14T12:00,20.3,79,8.8,9.9331,-84.0792
2026-08-14T13:00,21.3,76,10.4,9.9331,-84.0792
2026-08-14T14:00,23.6,68,9.2,9.9331,-84.0792
2026-08-14T15:00,25.4,60,11.1,9.9331,-84.0792
2026-08-14T16:00,26.0,58,12.0,9.9331,-84.0792
2026-08-14T17:00,25.9,58,10.9,9.9331,-84.0792
2026-08-14T18:00,26.8,55,9.8,9.9331,-84.0792
2026-08-14T19:00,26.3,57,10.2,9.9331,-84.0792
2026-08-14T20:00,26.0,58,12.0,9.9331,-84.0792
2026-08-14T21:00,25.7,59,10.8,9.9331,-84.0792
2026-08-14T22:00,24.7,62,10.4,9.9331,-84.0792
2026-08-14T23:00,23.3,68,9.7,9.9331,-84.0792
2026-08-15T00:00,22.2,72,8.5,9.9331,-84.0792
2026-08-15T01:00,21.0,77,9.1,9.9331,-84.0792
2026-08-15T02:00,20.7,76,12.0,9.9331,-84.0792
2026-08-15T03:00,20.6,74,13.0,9.9331,-84.0792
2026-08-15T04:00,20.5,75,12.7,9.9331,-84.0792
2026-08-15T05:00,20.3,76,11.9,9.9331,-84.0792
2026-08-15T06:00,20.4,77,11.7,9.9331,-84.0792
2026-08-15T07:00,20.2,79,11.6,9.9331,-84.0792
2026-08-15T08:00,19.8,82,12.1,9.9331,-84.0792
2026-08-15T09:00,20.1,80,11.9,9.9331,-84.0792
2026-08-15T10:00,20.4,78,12.1,9.9331,-84.0792
2026-08-15T11:00,20.0,80,10.8,9.9331,-84.0792
2026-08-15T12:00,19.4,91,8.8,9.9331,-84.0792
2026-08-15T13:00,20.0,92,10.5,9.9331,-84.0792
2026-08-15T14:00,21.2,84,11.2,9.9331,-84.0792
2026-08-15T15:00,24.3,67,11.8,9.9331,-84.0792
2026-08-15T16:00,25.0,64,11.9,9.9331,-84.0792
2026-08-15T17:00,25.0,64,10.3,9.9331,-84.0792
2026-08-15T18:00,24.4,72,10.6,9.9331,-84.0792
2026-08-15T19:00,23.3,79,9.2,9.9331,-84.0792
2026-08-15T20:00,21.8,91,5.1,9.9331,-84.0792
2026-08-15T21:00,21.2,93,4.8,9.9331,-84.0792
2026-08-15T22:00,21.1,93,1.8,9.9331,-84.0792
2026-08-15T23:00,20.9,93,5.0,9.9331,-84.0792
2026-08-16T00:00,20.3,95,8.8,9.9331,-84.0792
2026-08-16T01:00,20.1,95,9.1,9.9331,-84.0792
2026-08-16T02:00,20.0,94,9.4,9.9331,-84.0792
2026-08-16T03:00,19.9,95,9.2,9.9331,-84.0792
2026-08-16T04:00,19.6,93,8.0,9.9331,-84.0792
2026-08-16T05:00,19.5,92,8.7,9.9331,-84.0792
2026-08-16T06:00,20.0,90,10.2,9.9331,-84.0792
2026-08-16T07:00,19.6,87,11.6,9.9331,-84.0792
2026-08-16T08:00,19.3,85,11.6,9.9331,-84.0792
2026-08-16T09:00,19.0,85,12.4,9.9331,-84.0792
2026-08-16T10:00,19.0,84,11.7,9.9331,-84.0792
2026-08-16T11:00,18.9,83,9.6,9.9331,-84.0792
2026-08-16T12:00,19.4,84,9.9,9.9331,-84.0792
2026-08-16T13:00,20.8,78,9.8,9.9331,-84.0792
2026-08-16T14:00,21.7,76,10.5,9.9331,-84.0792
2026-08-16T15:00,23.2,72,10.7,9.9331,-84.0792
2026-08-16T16:00,23.1,73,11.4,9.9331,-84.0792
2026-08-16T17:00,21.4,90,8.5,9.9331,-84.0792
2026-08-16T18:00,23.1,71,8.8,9.9331,-84.0792
2026-08-16T19:00,21.1,83,7.9,9.9331,-84.0792
2026-08-16T20:00,21.0,85,7.9,9.9331,-84.0792
2026-08-16T21:00,20.7,90,10.0,9.9331,-84.0792
2026-08-16T22:00,20.1,93,10.7,9.9331,-84.0792
2026-08-16T23:00,19.4,95,11.3,9.9331,-84.0792
2026-08-17T00:00,19.2,95,11.0,9.9331,-84.0792
2026-08-17T01:00,19.1,94,11.3,9.9331,-84.0792
2026-08-17T02:00,19.1,92,11.9,9.9331,-84.0792
2026-08-17T03:00,19.0,92,12.7,9.9331,-84.0792
2026-08-17T04:00,19.0,90,12.0,9.9331,-84.0792
2026-08-17T05:00,19.1,90,12.6,9.9331,-84.0792
2026-08-17T06:00,19.3,89,9.5,9.9331,-84.0792
2026-08-17T07:00,19.0,90,9.0,9.9331,-84.0792
2026-08-17T08:00,19.2,89,10.3,9.9331,-84.0792
2026-08-17T09:00,19.5,87,10.1,9.9331,-84.0792
2026-08-17T10:00,19.3,86,10.1,9.9331,-84.0792
2026-08-17T11:00,19.2,85,12.1,9.9331,-84.0792
2026-08-17T12:00,19.4,83,11.1,9.9331,-84.0792
2026-08-17T13:00,20.7,79,7.9,9.9331,-84.0792
2026-08-17T14:00,22.2,76,6.9,9.9331,-84.0792
2026-08-17T15:00,23.1,73,8.3,9.9331,-84.0792
2026-08-17T16:00,24.5,68,9.7,9.9331,-84.0792
2026-08-17T17:00,26.0,64,8.2,9.9331,-84.0792
2026-08-17T18:00,26.3,62,4.9,9.9331,-84.0792
2026-08-17T19:00,22.2,84,7.7,9.9331,-84.0792
2026-08-17T20:00,22.1,88,4.0,9.9331,-84.0792
2026-08-17T21:00,21.8,90,2.9,9.9331,-84.0792
2026-08-17T22:00,21.4,90,4.9,9.9331,-84.0792
2026-08-17T23:00,20.8,93,3.8,9.9331,-84.0792
